Education<9th,HSNoDiploma,HSGraduate,SomeCollege,Associates,Bachelors,Graduate,MedianEarnings,year,state_po,district
3.56,6.47,25.1,29.62,10.48,15.81,8.97,45119.020000000004,2018,CA,1
3.58,4.79,17.76,23.27,8.32,25.24,17.03,54980.700000000004,2018,CA,2
8.05,8.13,23.88,25.75,9.11,16.08,9.0,53075.96,2018,CA,3
2.19,4.36,21.35,27.81,11.36,21.2,11.74,63673.86,2018,CA,4
6.65,5.48,20.51,25.02,9.91,21.27,11.16,56167.560000000005,2018,CA,5
8.43,6.31,24.56,23.44,8.85,17.91,10.49,48459.520000000004,2018,CA,6
4.91,5.33,20.69,25.5,10.14,22.25,11.18,58684.07,2018,CA,7
6.3,10.64,29.88,27.82,9.48,10.46,5.43,47497.98,2018,CA,8
9.48,8.2,27.3,23.51,10.22,14.95,6.34,50550.28,2018,CA,9
10.31,8.71,30.19,25.57,7.29,12.36,5.57,51403.090000000004,2018,CA,10
7.01,5.47,16.06,19.53,7.79,27.77,16.38,66464.16,2018,CA,11
6.97,4.23,11.18,13.49,4.54,36.03,23.56,88996.16,2018,CA,12
8.08,6.99,14.61,16.44,5.71,27.18,20.99,62978.25,2018,CA,13
6.73,4.07,15.21,18.17,6.95,28.73,20.14,71846.95,2018,CA,14
4.19,5.46,19.42,18.38,6.64,27.74,18.18,79010.03,2018,CA,15
18.83,14.01,23.9,23.23,7.97,8.69,3.36,35472.18,2018,CA,16
4.04,4.12,15.61,13.51,6.33,28.25,28.14,92072.04000000001,2018,CA,17
3.44,2.84,10.4,13.43,5.44,30.59,33.87,96672.76000000001,2018,CA,18
10.18,7.55,19.19,19.33,7.25,22.92,13.57,61512.36,2018,CA,19
17.37,6.72,20.23,19.82,7.84,16.79,11.23,46596.700000000004,2018,CA,20
24.06,14.64,27.86,19.4,5.77,6.21,2.05,34424.18,2018,CA,21
10.11,8.05,22.73,24.53,9.36,16.58,8.64,47771.770000000004,2018,CA,22
8.2,10.18,27.47,24.32,9.13,13.22,7.49,50404.87,2018,CA,23
8.98,5.54,18.55,23.29,8.69,20.59,14.36,53406.08,2018,CA,24
6.11,7.87,22.67,26.15,9.61,18.6,8.99,57884.97,2018,CA,25
10.23,5.71,18.76,23.01,8.73,21.59,11.96,54126.58,2018,CA,26
8.7,5.46,18.26,15.9,8.49,25.9,17.29,57564.020000000004,2018,CA,27
6.75,4.89,18.73,16.86,7.56,30.75,14.46,55807.310000000005,2018,CA,28
17.36,11.42,25.07,19.0,7.36,15.1,4.68,40574.630000000005,2018,CA,29
5.49,4.98,16.12,20.56,7.76,29.32,15.78,60670.03,2018,CA,30
7.25,11.78,24.61,23.17,8.06,16.29,8.84,48942.91,2018,CA,31
14.12,9.3,25.92,20.56,7.45,15.56,7.09,44988.020000000004,2018,CA,32
2.22,2.33,10.09,15.48,5.96,36.98,26.94,85739.5,2018,CA,33
19.88,12.1,20.51,14.99,4.82,19.95,7.76,37217.1,2018,CA,34
14.39,13.71,26.58,22.79,6.6,11.81,4.12,42048.380000000005,2018,CA,35
10.0,8.48,29.47,24.39,7.04,12.86,7.77,41625.25,2018,CA,36
11.84,6.9,17.27,20.07,4.98,22.89,16.06,52766.8,2018,CA,37
10.68,7.24,26.93,22.74,7.82,16.65,7.95,52600.43,2018,CA,38
5.74,5.77,18.34,19.81,8.63,27.39,14.32,57000.72,2018,CA,39
27.52,15.2,25.3,16.86,4.54,7.67,2.91,34722.86,2018,CA,40
12.79,11.37,28.17,22.88,7.35,10.8,6.64,42378.5,2018,CA,41
5.63,6.69,25.22,25.88,9.94,18.05,8.59,58460.060000000005,2018,CA,42
12.52,9.55,21.72,21.39,7.23,18.9,8.68,43849.630000000005,2018,CA,43
19.08,15.92,26.31,18.81,6.57,10.41,2.9,39070.75,2018,CA,44
3.24,3.02,12.15,18.46,8.14,33.58,21.4,78911.78,2018,CA,45
18.75,13.87,23.52,18.17,6.58,14.34,4.77,40520.92,2018,CA,46
10.58,7.74,18.53,22.2,7.88,22.01,11.05,53354.990000000005,2018,CA,47
5.09,5.0,15.54,21.46,7.77,29.2,15.95,64856.79,2018,CA,48
5.95,4.21,16.11,20.19,7.66,26.93,18.95,63943.72,2018,CA,49
7.07,5.32,23.69,25.71,8.79,19.59,9.83,53451.93,2018,CA,50
14.86,13.6,26.86,23.12,6.77,10.81,3.99,39710.03,2018,CA,51
2.06,2.44,10.69,17.59,8.07,33.44,25.71,73067.87000000001,2018,CA,52
5.2,5.28,17.85,23.98,9.13,25.07,13.51,56540.91,2018,CA,53
5.19,5.35,17.66,17.2,5.78,30.14,18.68,61725.89,2018,CO,1
1.39,2.28,15.03,17.72,7.15,33.27,23.17,62103.170000000006,2018,CO,2
3.58,5.64,25.91,25.06,8.82,20.78,10.22,47385.32,2018,CO,3
3.99,5.35,23.35,21.92,9.35,24.04,11.99,58712.89,2018,CO,4
2.16,4.32,21.77,24.44,10.1,22.41,14.8,52635.8,2018,CO,5
3.44,4.94,20.87,19.35,8.27,28.36,14.77,59834.25,2018,CO,6
3.75,6.94,25.31,21.21,8.23,22.53,12.03,54336.18,2018,CO,7
4.8,5.82,26.94,16.09,9.17,20.29,16.9,63026.72,2018,CT,1
2.27,5.17,29.39,19.48,8.72,19.67,15.32,63614.91,2018,CT,2
2.37,5.32,30.95,17.6,8.29,19.11,16.37,63246.8,2018,CT,3
5.57,5.15,20.61,13.34,6.15,26.67,22.5,66675.07,2018,CT,4
5.38,6.04,27.88,16.13,8.04,21.23,15.31,61259.530000000006,2018,CT,5
3.48,5.95,32.41,18.99,7.69,18.03,13.45,54777.65,2018,DE,0
2.25,6.84,26.22,23.65,13.21,17.74,10.09,45232.990000000005,2018,FL,1
3.35,8.53,32.69,21.99,8.82,14.84,9.79,44439.130000000005,2018,FL,2
3.05,9.35,31.8,19.97,9.73,14.96,11.13,45286.700000000004,2018,FL,3
2.25,5.17,23.45,19.13,10.02,26.05,13.94,55177.200000000004,2018,FL,4
3.82,9.29,33.67,22.72,9.22,14.22,7.07,40096.48,2018,FL,5
3.01,7.12,32.37,23.22,10.55,14.59,9.15,42280.25,2018,FL,6
1.94,3.41,19.57,17.74,15.86,27.63,13.85,51746.310000000005,2018,FL,7
2.61,5.88,28.63,20.71,12.13,18.52,11.52,44280.62,2018,FL,8
5.62,8.46,29.02,22.61,10.85,15.54,7.89,40059.8,2018,FL,9
4.77,7.11,25.24,19.96,12.68,21.44,8.8,40228.79,2018,FL,10
2.71,8.09,35.65,22.86,8.68,14.44,7.58,39438.86,2018,FL,11
2.71,6.49,31.5,21.97,10.15,17.65,9.53,48318.04,2018,FL,12
3.21,6.4,29.27,20.7,9.95,19.7,10.76,46045.19,2018,FL,13
4.35,6.22,27.19,17.0,8.84,23.1,13.3,48204.07,2018,FL,14
4.05,7.98,31.57,21.27,9.96,16.93,8.25,46685.78,2018,FL,15
3.44,5.49,28.01,20.29,9.18,20.35,13.24,46718.53,2018,FL,16
5.01,7.95,36.16,20.72,8.47,13.54,8.15,40057.18,2018,FL,17
3.98,6.07,27.99,20.77,9.14,21.02,11.02,48475.240000000005,2018,FL,18
4.72,4.66,29.47,19.37,9.37,19.82,12.59,42331.340000000004,2018,FL,19
7.3,9.61,32.5,20.28,9.22,13.35,7.74,39826.62,2018,FL,20
6.05,5.38,24.9,19.69,8.78,21.58,13.63,46275.75,2018,FL,21
4.02,4.37,24.51,18.84,8.64,24.66,14.96,51207.9,2018,FL,22
3.78,3.81,21.8,19.72,10.32,24.98,15.59,53972.0,2018,FL,23
11.09,9.72,32.87,17.04,8.84,13.51,6.92,36575.200000000004,2018,FL,24
11.84,8.71,31.79,13.57,10.0,15.84,8.25,36171.72,2018,FL,25
9.18,9.35,28.1,16.17,9.66,19.67,7.87,41537.48,2018,FL,26
7.69,5.71,22.47,14.14,9.13,23.86,16.99,46713.29,2018,FL,27
3.25,9.15,29.33,24.18,8.92,15.19,9.99,46522.03,2018,GA,1
5.03,10.99,35.05,23.82,7.94,10.28,6.89,40380.75,2018,GA,2
3.33,8.85,29.87,22.72,7.64,18.06,9.55,49546.82,2018,GA,3
5.12,6.96,26.35,22.44,8.43,18.29,12.43,46587.53,2018,GA,4
3.7,7.73,24.38,17.22,6.02,23.31,17.64,50859.44,2018,GA,5
3.48,2.33,12.93,13.64,5.61,38.24,23.77,71415.96,2018,GA,6
5.45,5.21,21.34,16.3,9.14,28.32,14.23,55225.670000000006,2018,GA,7
4.44,10.66,33.62,19.57,8.75,13.37,9.59,43835.22,2018,GA,8
6.92,10.73,31.38,20.1,7.25,14.58,9.04,46269.200000000004,2018,GA,9
3.49,9.26,34.52,18.9,7.65,15.42,10.76,48129.4,2018,GA,10
3.46,5.22,21.21,21.44,7.32,26.67,14.68,58843.89,2018,GA,11
5.25,11.39,32.62,19.69,9.6,13.1,8.36,40923.090000000004,2018,GA,12
3.96,7.87,29.37,22.63,8.6,16.92,10.65,47716.75,2018,GA,13
6.78,12.91,34.66,21.35,7.2,10.47,6.64,44898.94,2018,GA,14
4.15,4.43,25.43,19.07,11.33,23.41,12.19,55276.76,2018,HI,1
2.73,4.11,30.96,22.0,10.08,19.99,10.14,53437.520000000004,2018,HI,2
2.76,6.16,29.07,26.78,9.85,17.43,7.95,42847.48,2018,ID,1
3.91,5.51,27.11,25.65,9.46,19.16,9.19,42373.26,2018,ID,2
3.41,7.64,27.23,25.91,8.25,16.0,11.56,49836.33,2018,IL,1
4.22,7.05,30.22,28.11,8.63,13.32,8.44,47994.47,2018,IL,2
6.62,7.12,29.66,18.97,7.6,18.86,11.17,54468.490000000005,2018,IL,3
17.45,10.29,26.98,14.92,5.46,17.03,7.87,41976.33,2018,IL,4
4.37,3.24,16.95,15.22,5.17,33.94,21.1,72412.87000000001,2018,IL,5
2.19,2.94,16.81,17.16,6.98,32.51,21.41,73118.96,2018,IL,6
4.98,7.88,20.71,17.6,5.49,23.23,20.11,62378.270000000004,2018,IL,7
7.99,5.85,25.07,20.65,7.18,21.82,11.44,54308.670000000006,2018,IL,8
4.21,3.43,17.57,14.75,5.61,31.71,22.72,62620.62,2018,IL,9
5.08,5.64,20.92,16.61,6.41,25.41,19.94,58441.72,2018,IL,10
7.95,6.46,22.87,19.82,7.58,22.36,12.97,59432.08,2018,IL,11
2.92,7.11,31.84,24.26,10.58,13.49,9.8,45763.54,2018,IL,12
2.24,5.09,30.24,21.97,9.03,18.2,13.22,51995.21,2018,IL,13
2.49,3.96,23.64,21.49,8.07,26.31,14.05,66838.82,2018,IL,14
3.61,7.16,34.02,23.23,12.44,12.93,6.6,46814.16,2018,IL,15
2.94,5.89,34.1,25.6,10.09,13.35,8.03,50817.520000000004,2018,IL,16
4.13,8.05,34.05,24.34,9.67,12.69,7.07,42343.130000000005,2018,IL,17
1.47,4.56,29.27,21.61,9.48,21.82,11.77,55274.14,2018,IL,18
3.28,7.18,34.92,22.14,8.7,15.68,8.11,53442.76,2018,IN,1
4.82,9.59,33.83,20.94,8.18,13.85,8.8,46790.58,2018,IN,2
5.63,6.43,33.45,21.11,11.0,15.19,7.19,47508.46,2018,IN,3
3.06,6.34,35.01,20.15,9.18,16.48,9.78,50323.65,2018,IN,4
1.36,3.94,21.62,17.91,7.16,29.73,18.29,61541.18,2018,IN,5
2.91,7.85,38.7,19.02,8.79,14.44,8.3,47881.810000000005,2018,IN,6
5.94,11.94,31.06,18.8,7.72,15.74,8.8,42615.61,2018,IN,7
3.18,8.54,34.04,20.87,11.09,14.1,8.19,47691.86,2018,IN,8
2.79,8.32,32.79,21.11,8.33,16.42,10.24,50081.3,2018,IN,9
2.62,4.51,32.11,20.92,12.22,18.68,8.93,50173.0,2018,IA,1
3.1,4.57,31.04,20.7,10.8,18.49,11.29,50429.76,2018,IA,2
3.44,4.97,27.01,21.23,10.48,22.6,10.26,55309.51,2018,IA,3
3.34,5.05,32.27,21.29,12.99,17.6,7.46,49646.380000000005,2018,IA,4
5.67,6.16,28.34,23.81,10.28,16.81,8.93,45056.14,2018,KS,1
2.17,5.13,30.45,23.83,8.49,18.35,11.59,48473.93,2018,KS,2
2.77,4.72,17.83,19.37,7.79,29.23,18.3,59718.97,2018,KS,3
3.54,6.09,27.27,24.11,8.8,19.45,10.74,48270.880000000005,2018,KS,4
6.62,8.73,38.27,21.62,8.44,9.3,7.02,41536.17,2018,KY,1
4.9,8.0,36.64,21.04,9.59,11.54,8.29,46764.380000000005,2018,KY,2
2.95,6.21,28.15,22.87,7.33,18.91,13.59,48784.4,2018,KY,3
3.4,7.04,30.54,22.16,7.78,17.48,11.59,54075.490000000005,2018,KY,4
10.58,13.08,37.47,18.39,7.26,7.19,6.03,39070.75,2018,KY,5
4.59,6.61,27.73,21.78,7.63,19.08,12.59,47095.810000000005,2018,KY,6
4.91,7.39,29.29,21.37,5.9,19.66,11.48,53094.3,2018,LA,1
5.42,12.48,31.12,23.18,5.54,13.77,8.48,40710.87,2018,LA,2
5.12,9.35,38.44,18.83,6.29,15.22,6.74,46144.75,2018,LA,3
4.1,10.19,36.87,22.3,7.03,12.34,7.16,39800.42,2018,LA,4
5.58,13.15,37.58,20.2,5.26,12.46,5.78,40004.78,2018,LA,5
4.22,7.53,31.57,22.27,5.65,18.8,9.95,58226.880000000005,2018,LA,6
2.28,4.36,27.06,18.38,9.72,23.58,14.62,52807.41,2018,ME,1
3.0,5.81,35.06,19.61,10.94,16.11,9.47,42421.73,2018,ME,2
3.04,6.83,29.66,20.74,8.2,18.94,12.59,60100.18,2018,MD,1
3.47,7.85,28.92,20.28,6.84,19.33,13.31,59201.520000000004,2018,MD,2
3.46,5.33,19.99,16.89,6.07,24.78,23.48,68345.32,2018,MD,3
5.77,6.67,26.86,20.98,6.68,18.79,14.26,62297.05,2018,MD,4
3.77,4.93,26.53,21.56,7.45,20.44,15.32,73098.0,2018,MD,5
4.44,5.99,22.87,17.18,7.44,21.76,20.31,61353.850000000006,2018,MD,6
3.76,7.44,25.08,19.7,5.99,20.06,17.96,59210.69,2018,MD,7
4.04,3.94,16.48,14.37,6.1,26.27,28.8,75610.58,2018,MD,8
4.49,7.84,30.28,18.72,9.17,17.38,12.12,54135.75,2018,MA,1
2.69,5.63,27.13,16.19,8.62,23.26,16.48,61741.61,2018,MA,2
5.41,5.94,26.13,16.5,8.06,21.13,16.83,63538.93,2018,MA,3
3.23,3.19,19.22,14.52,7.75,26.4,25.69,79239.28,2018,MA,4
3.26,2.79,19.06,12.13,5.14,26.96,30.66,79341.46,2018,MA,5
3.33,3.72,24.74,15.04,8.04,27.62,17.51,67922.19,2018,MA,6
7.94,5.8,23.04,13.76,4.57,23.24,21.66,58201.990000000005,2018,MA,7
3.86,4.57,21.87,15.27,7.22,27.78,19.43,72868.75,2018,MA,8
4.57,4.95,27.62,17.78,9.43,21.23,14.42,59793.64,2018,MA,9
2.12,5.27,32.96,23.55,9.86,16.95,9.3,40667.64,2018,MI,1
3.5,5.99,30.73,22.31,10.29,18.59,8.59,47423.310000000005,2018,MI,2
3.17,4.95,27.69,22.34,9.23,21.5,11.12,51096.55,2018,MI,3
2.37,6.35,34.98,23.81,10.11,13.74,8.65,45978.380000000005,2018,MI,4
2.73,7.45,32.44,27.2,10.33,12.63,7.21,41031.82,2018,MI,5
2.71,6.45,29.33,23.83,9.62,17.4,10.65,47639.46,2018,MI,6
1.86,5.66,32.96,25.12,10.31,14.71,9.37,48601.0,2018,MI,7
1.7,3.8,22.04,21.57,9.37,24.12,17.41,61334.200000000004,2018,MI,8
3.27,6.46,27.15,23.29,9.4,18.71,11.71,54006.060000000005,2018,MI,9
2.57,6.3,30.93,24.94,11.65,14.62,8.99,53858.03,2018,MI,10
1.62,3.41,18.47,19.34,8.75,28.56,19.86,69445.72,2018,MI,11
3.54,5.73,26.16,21.37,8.52,17.56,17.11,54295.57,2018,MI,12
4.62,12.14,33.51,25.61,8.02,10.15,5.96,40489.48,2018,MI,13
4.12,8.48,25.7,23.31,7.7,16.04,14.65,48289.22,2018,MI,14
3.37,4.06,29.84,20.61,12.68,18.7,10.73,52707.85,2018,MN,1
2.11,3.51,22.73,21.17,11.26,26.68,12.56,65737.11,2018,MN,2
1.73,1.94,17.84,18.81,9.86,31.28,18.53,68748.8,2018,MN,3
5.07,3.75,20.0,18.69,9.0,26.08,17.42,55627.840000000004,2018,MN,4
4.91,4.06,17.8,18.12,8.1,29.65,17.36,55798.14,2018,MN,5
2.15,3.39,27.6,22.79,13.1,21.95,9.03,61855.58,2018,MN,6
3.11,5.29,33.21,22.07,14.18,16.09,6.05,48442.490000000005,2018,MN,7
1.75,5.36,31.33,25.19,12.69,16.32,7.35,48839.420000000006,2018,MN,8
5.51,10.93,31.52,21.81,9.85,12.99,7.39,43430.43,2018,MS,1
5.76,12.83,30.67,21.58,10.05,11.45,7.65,39486.020000000004,2018,MS,2
3.88,10.28,29.33,20.36,10.34,15.57,10.24,46829.880000000005,2018,MS,3
4.23,9.35,30.09,24.18,10.19,13.94,8.01,42897.26,2018,MS,4
2.55,8.07,26.2,23.4,7.88,17.88,14.02,45644.33,2018,MO,1
1.7,2.88,18.22,20.15,7.56,28.52,20.96,66498.22,2018,MO,2
2.43,7.21,32.19,21.86,9.28,17.72,9.3,52130.14,2018,MO,3
3.64,7.16,34.08,21.03,8.09,15.94,10.06,44276.69,2018,MO,4
3.25,7.73,31.14,23.25,6.93,17.7,10.01,47778.32,2018,MO,5
2.64,6.07,34.16,22.09,7.39,17.39,10.25,50970.79,2018,MO,6
2.92,8.2,32.01,23.66,8.18,16.72,8.32,41722.19,2018,MO,7
5.9,10.55,38.98,20.64,7.59,10.7,5.64,39446.72,2018,MO,8
2.23,4.78,28.07,23.52,9.09,21.74,10.57,43505.1,2018,MT,0
3.33,4.16,25.98,22.7,11.93,21.08,10.82,52620.08,2018,NE,1
3.95,4.77,20.86,22.51,7.92,25.8,14.18,55436.58,2018,NE,2
4.34,5.54,32.41,24.27,10.89,15.51,7.03,46449.98,2018,NE,3
9.8,12.08,33.67,23.08,5.66,10.41,5.3,39496.5,2018,NV,1
3.77,7.39,26.34,26.11,8.8,17.77,9.81,51054.630000000005,2018,NV,2
2.51,4.33,25.4,26.32,8.67,21.81,10.96,54858.87,2018,NV,3
5.17,8.88,30.08,24.83,8.83,15.12,7.09,48738.55,2018,NV,4
1.8,5.24,27.02,18.21,9.98,23.3,14.45,60342.53,2018,NH,1
1.99,4.86,29.05,17.49,10.48,21.95,14.18,57738.25,2018,NH,2
3.37,6.38,30.42,19.52,7.55,20.54,12.22,60201.05,2018,NJ,1
4.58,7.05,32.67,19.69,7.98,17.59,10.44,51239.340000000004,2018,NJ,2
2.41,4.21,31.04,19.29,9.27,22.09,11.7,65965.05,2018,NJ,3
2.84,4.75,25.61,17.45,7.43,26.49,15.43,67178.11,2018,NJ,4
3.03,3.22,23.52,15.43,6.63,29.48,18.69,78489.96,2018,NJ,5
5.44,5.35,25.49,15.3,6.72,24.53,17.18,65923.13,2018,NJ,6
3.04,2.81,21.19,14.08,6.44,28.84,23.6,82641.35,2018,NJ,7
11.78,7.77,28.07,13.46,4.49,22.12,12.31,52138.0,2018,NJ,8
7.94,6.52,31.99,14.29,5.33,22.17,11.74,54738.350000000006,2018,NJ,9
5.72,8.0,30.45,18.86,6.37,20.18,10.41,52468.12,2018,NJ,10
2.57,2.62,20.97,13.34,6.28,31.08,23.14,81725.66,2018,NJ,11
4.28,4.82,25.18,14.88,6.16,24.83,19.86,67531.81,2018,NJ,12
4.07,6.31,24.02,23.56,8.05,18.28,15.71,45802.840000000004,2018,NM,1
8.5,9.83,29.14,24.33,8.72,12.12,7.35,40197.35,2018,NM,2
5.06,8.33,26.98,24.0,8.6,15.02,12.02,43305.98,2018,NM,3
3.47,4.96,27.48,17.65,9.74,20.3,16.4,67539.67,2018,NY,1
5.41,6.47,28.68,17.56,9.71,18.53,13.65,64093.060000000005,2018,NY,2
3.74,3.16,19.62,13.68,7.22,27.87,24.71,80206.06,2018,NY,3
5.45,5.24,24.14,14.92,8.5,23.22,18.53,69588.51000000001,2018,NY,4
8.27,9.58,29.84,18.7,7.49,17.91,8.21,52586.020000000004,2018,NY,5
9.31,7.96,27.17,12.86,8.56,20.53,13.61,54178.98,2018,NY,6
15.01,12.83,23.44,11.55,4.4,20.88,11.89,49037.23,2018,NY,7
6.28,8.41,30.25,14.58,7.86,19.84,12.78,54133.130000000005,2018,NY,8
5.72,6.79,27.31,15.01,6.6,21.76,16.81,55323.920000000006,2018,NY,9
6.31,5.39,14.0,8.64,4.2,29.81,31.64,85850.85,2018,NY,10
6.52,6.6,28.52,15.35,7.45,20.8,14.75,63605.740000000005,2018,NY,11
2.82,2.65,9.47,7.41,3.55,39.88,34.21,105451.07,2018,NY,12
12.88,12.86,22.21,14.12,6.33,18.2,13.4,45094.130000000005,2018,NY,13
13.59,8.05,31.31,12.8,7.5,16.81,9.93,47027.69,2018,NY,14
17.82,17.5,27.51,17.0,6.44,10.2,3.52,31679.73,2018,NY,15
6.26,8.62,22.97,14.7,7.89,20.07,19.49,61491.4,2018,NY,16
5.87,5.46,21.21,14.74,6.82,23.75,22.15,67598.62000000001,2018,NY,17
2.99,5.66,26.49,18.51,9.85,20.07,16.43,66092.12000000001,2018,NY,18
3.01,6.89,32.23,16.65,11.63,16.19,13.4,53208.270000000004,2018,NY,19
2.26,5.58,24.31,16.74,12.95,20.46,17.7,61277.87,2018,NY,20
3.28,7.5,36.05,17.99,11.05,13.12,11.01,48257.78,2018,NY,21
3.34,7.3,33.94,18.29,12.76,14.06,10.3,47663.04,2018,NY,22
3.12,6.92,33.37,17.74,12.38,13.63,12.84,45802.840000000004,2018,NY,23
2.83,7.24,28.73,17.15,13.17,17.63,13.25,53113.950000000004,2018,NY,24
2.93,6.58,24.5,17.21,11.63,20.01,17.13,52286.03,2018,NY,25
2.95,6.57,27.85,19.19,11.22,18.35,13.86,48665.19,2018,NY,26
1.76,5.04,30.91,18.51,13.35,17.98,12.45,54464.560000000005,2018,NY,27
6.06,10.09,28.1,19.27,7.64,17.37,11.47,44420.79,2018,NC,1
3.65,6.17,23.49,21.74,9.6,23.71,11.65,54937.47,2018,NC,2
3.87,7.97,28.06,24.97,10.8,15.97,8.37,42564.520000000004,2018,NC,3
4.03,4.02,14.56,15.97,6.76,31.1,23.56,59635.130000000005,2018,NC,4
5.17,8.99,27.86,21.31,9.39,17.67,9.6,46153.92,2018,NC,5
5.08,9.7,29.07,21.13,10.31,16.05,8.65,45984.93,2018,NC,6
4.61,8.33,28.37,21.51,10.43,17.78,8.96,42280.25,2018,NC,7
3.57,7.37,27.12,24.68,9.67,18.28,9.32,46553.47,2018,NC,8
4.09,7.78,24.89,20.46,8.56,21.83,12.39,54182.91,2018,NC,9
4.32,8.87,30.36,21.62,10.72,15.81,8.3,42231.78,2018,NC,10
4.49,8.72,28.41,21.06,10.64,16.68,10.01,40915.23,2018,NC,11
5.55,5.21,19.14,21.07,7.84,28.16,13.04,52865.05,2018,NC,12
4.03,7.6,26.84,22.52,10.25,19.42,9.34,45920.740000000005,2018,NC,13
2.81,4.25,26.4,22.45,13.36,21.79,8.95,54400.37,2018,ND,0
2.46,6.5,28.72,18.25,8.94,22.02,13.12,54853.630000000005,2018,OH,1
3.41,7.6,31.56,17.8,8.44,18.26,12.95,53144.08,2018,OH,2
4.13,7.96,30.53,22.27,7.72,18.18,9.21,42741.37,2018,OH,3
2.16,7.24,40.66,21.16,9.7,11.99,7.09,47478.33,2018,OH,4
1.68,5.33,35.31,19.82,10.92,16.42,10.52,51235.41,2018,OH,5
3.09,8.4,43.73,18.17,10.64,9.93,6.04,42341.82,2018,OH,6
4.62,7.01,40.25,20.01,8.61,13.13,6.38,47197.990000000005,2018,OH,7
2.08,6.61,37.74,20.32,8.46,15.18,9.61,50788.700000000004,2018,OH,8
3.14,10.3,32.86,22.86,8.78,14.23,7.84,44331.71,2018,OH,9
2.68,7.26,27.57,22.22,9.99,17.27,13.02,48809.29,2018,OH,10
2.94,9.81,29.17,23.89,6.99,14.77,12.43,41440.54,2018,OH,11
1.84,5.25,25.35,18.56,7.73,26.49,14.77,60431.61,2018,OH,12
1.87,7.22,40.25,19.77,7.8,15.25,7.85,42309.07,2018,OH,13
3.05,5.07,28.55,19.29,8.79,21.53,13.73,57244.380000000005,2018,OH,14
2.09,7.12,32.46,18.19,7.96,19.35,12.82,56360.130000000005,2018,OH,15
2.52,3.81,29.54,21.24,8.73,21.78,12.38,55164.100000000006,2018,OH,16
4.02,6.47,26.43,23.61,9.13,20.29,10.06,47914.560000000005,2018,OK,1
4.44,10.18,37.75,22.33,8.55,11.16,5.6,40437.08,2018,OK,2
4.0,7.93,33.73,24.25,7.85,15.41,6.83,46480.11,2018,OK,3
3.05,7.34,31.68,24.25,7.33,17.2,9.15,47025.07,2018,OK,4
4.78,7.63,26.44,22.33,7.47,20.07,11.28,46527.270000000004,2018,OK,5
3.18,4.3,18.75,22.92,8.45,26.67,15.73,58989.3,2018,OR,1
3.56,7.0,27.96,27.14,9.36,16.05,8.92,42677.18,2018,OR,2
3.42,4.62,19.7,22.68,7.9,25.47,16.21,52571.61,2018,OR,3
2.54,5.73,25.83,28.82,9.77,16.31,11.0,41735.29,2018,OR,4
4.96,5.98,24.21,24.65,8.68,20.02,11.5,50518.840000000004,2018,OR,5
5.75,9.95,35.25,14.52,6.16,16.35,12.03,48143.810000000005,2018,PA,1
3.15,7.91,30.57,17.0,5.35,18.53,17.48,53750.61,2018,PA,2
2.76,6.39,39.87,15.61,8.91,17.66,8.81,47543.83,2018,PA,3
3.1,6.94,36.38,15.81,9.66,17.46,10.64,53932.700000000004,2018,PA,4
2.79,5.95,42.57,14.13,9.03,15.57,9.96,46067.46,2018,PA,5
2.14,4.22,27.76,14.27,7.47,26.56,17.58,65765.93000000001,2018,PA,6
3.02,3.68,26.12,14.65,7.05,26.0,19.48,69589.82,2018,PA,7
2.13,4.03,28.52,17.01,7.69,23.82,16.8,66525.73,2018,PA,8
3.17,7.65,44.3,15.26,9.34,13.09,7.18,46401.51,2018,PA,9
2.94,7.65,41.52,16.68,8.72,14.12,8.38,46053.05,2018,PA,10
2.72,6.67,40.51,16.45,9.0,15.33,9.32,49831.090000000004,2018,PA,11
1.58,4.15,35.23,15.94,10.47,19.45,13.18,55422.170000000006,2018,PA,12
4.34,6.19,32.47,14.52,5.91,22.12,14.44,54845.770000000004,2018,PA,13
2.1,4.91,30.35,17.46,9.52,20.25,15.41,48073.07,2018,PA,14
3.69,6.76,35.03,16.0,9.22,17.77,11.54,53771.57,2018,PA,15
6.82,8.85,34.63,15.45,7.27,17.01,9.98,50148.11,2018,PA,16
3.21,7.46,39.24,18.12,9.22,14.86,7.88,48019.36,2018,PA,17
1.7,3.7,30.48,15.7,10.22,24.02,14.18,58638.22,2018,PA,18
6.53,7.4,30.04,16.24,6.81,19.96,13.02,52491.700000000004,2018,RI,1
3.56,5.88,29.83,17.6,9.19,20.68,13.26,62390.060000000005,2018,RI,2
2.2,4.6,23.78,19.67,9.79,24.65,15.31,53047.14,2018,SC,1
3.31,6.69,27.6,20.42,8.25,21.48,12.26,48612.79,2018,SC,2
5.4,11.47,31.38,18.93,10.78,13.61,8.43,41342.29,2018,SC,3
4.05,7.91,25.06,20.96,10.43,19.39,12.21,47373.53,2018,SC,4
4.3,9.03,30.8,20.92,9.81,16.61,8.52,46431.64,2018,SC,5
5.48,11.44,34.66,20.01,9.18,11.92,7.31,36242.46,2018,SC,6
4.01,9.8,34.42,21.01,8.86,14.24,7.67,38659.41,2018,SC,7
2.93,5.36,30.76,21.98,10.83,19.11,9.04,47101.05,2018,SD,0
5.1,9.73,36.57,20.8,7.87,12.58,7.35,40194.73,2018,TN,1
