MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad,MedianAge,Hispanic,White,Black,NativeAmerican,Asian,republican_victory,republican_president,midterm,pvi
65500.58,2024,CO,7,50.26,49.74,41.3,15.7,74.6,1.2,0.4,3.2,False,False,False,-3.89
59019.740000000005,2024,CO,8,30.69,69.31,35.1,38.8,51.2,2.0,0.2,3.0,True,False,False,0.45
59019.740000000005,2024,CO,8,30.69,69.31,35.1,38.8,51.2,2.0,0.2,3.0,True,False,False,0.45
60877.920000000006,2024,CT,1,39.74,60.26,41.2,18.3,56.7,14.2,0.0,6.4,False,False,False,-11.75
60877.920000000006,2024,CT,1,39.74,60.26,41.2,18.3,56.7,14.2,0.0,6.4,False,False,False,-11.75
64918.64000000001,2024,CT,2,40.39,59.60999999999999,42.5,10.8,76.9,3.9,0.2,3.2,False,False,False,-2.86
64918.64000000001,2024,CT,2,40.39,59.60999999999999,42.5,10.8,76.9,3.9,0.2,3.2,False,False,False,-2.86
61735.46000000001,2024,CT,3,40.77,59.23,41.6,17.3,59.9,13.3,0.1,4.8,False,False,False,-7.32
61735.46000000001,2024,CT,3,40.77,59.23,41.6,17.3,59.9,13.3,0.1,4.8,False,False,False,-7.32
73110.32,2024,CT,4,55.17,44.84,40.7,22.7,55.3,10.2,0.1,6.5,False,False,False,-13.07
73110.32,2024,CT,4,55.17,44.84,40.7,22.7,55.3,10.2,0.1,6.5,False,False,False,-13.07
59117.26,2024,CT,5,38.77,61.23,41.3,24.0,57.8,8.2,0.1,3.3,False,False,False,-2.66
59117.26,2024,CT,5,38.77,61.23,41.3,24.0,57.8,8.2,0.1,3.3,False,False,False,-2.66
54154.34,2024,DE,0,36.47,63.55,42.0,11.1,58.0,21.7,0.1,4.3,False,False,False,-6.74
54154.34,2024,DE,0,36.47,63.55,42.0,11.1,58.0,21.7,0.1,4.3,False,False,False,-6.74
51081.4,2024,FL,1,33.34,66.66,39.2,8.5,68.7,12.5,0.3,2.8,True,False,False,19.31
51081.4,2024,FL,1,33.34,66.66,39.2,8.5,68.7,12.5,0.3,2.8,True,False,False,19.31
48631.740000000005,2024,FL,2,32.11,67.89999999999999,39.9,7.8,62.8,21.4,0.3,2.1,True,False,False,7.7
48631.740000000005,2024,FL,2,32.11,67.89999999999999,39.9,7.8,62.8,21.4,0.3,2.1,True,False,False,7.7
46267.94,2024,FL,3,29.61,70.39999999999999,40.6,12.4,64.5,14.3,0.2,3.1,True,False,False,9.24
46267.94,2024,FL,3,29.61,70.39999999999999,40.6,12.4,64.5,14.3,0.2,3.1,True,False,False,9.24
48801.34,2024,FL,4,29.05,70.96,38.9,10.5,51.6,29.6,0.1,2.7,True,False,False,5.88
48801.34,2024,FL,4,29.05,70.96,38.9,10.5,51.6,29.6,0.1,2.7,True,False,False,5.88
58876.64,2024,FL,5,45.84,54.15,39.1,12.6,64.3,10.9,0.1,6.2,True,False,False,10.86
58876.64,2024,FL,5,45.84,54.15,39.1,12.6,64.3,10.9,0.1,6.2,True,False,False,10.86
44583.600000000006,2024,FL,6,27.06,72.94,48.4,14.4,68.7,11.1,0.1,1.5,True,False,False,13.98
44583.600000000006,2024,FL,6,27.06,72.94,48.4,14.4,68.7,11.1,0.1,1.5,True,False,False,13.98
51850.96,2024,FL,7,37.21,62.78,41.9,22.5,59.6,9.4,0.1,3.7,True,False,False,5.1
51850.96,2024,FL,7,37.21,62.78,41.9,22.5,59.6,9.4,0.1,3.7,True,False,False,5.1
47277.060000000005,2024,FL,8,33.08,66.92,48.6,12.8,70.6,8.9,0.0,2.2,True,False,False,11.37
47277.060000000005,2024,FL,8,33.08,66.92,48.6,12.8,70.6,8.9,0.0,2.2,True,False,False,11.37
44656.740000000005,2024,FL,9,34.88,65.13,37.8,53.4,27.4,9.6,0.1,4.1,False,False,False,-8.05
44656.740000000005,2024,FL,9,34.88,65.13,37.8,53.4,27.4,9.6,0.1,4.1,False,False,False,-8.05
48065.7,2024,FL,10,37.03,62.99,35.3,30.4,33.3,24.9,0.1,4.6,False,False,False,-14.3
48065.7,2024,FL,10,37.03,62.99,35.3,30.4,33.3,24.9,0.1,4.6,False,False,False,-14.3
53873.44,2024,FL,11,39.150000000000006,60.85,45.9,19.6,58.7,12.2,0.1,3.5,True,False,False,8.04
53873.44,2024,FL,11,39.150000000000006,60.85,45.9,19.6,58.7,12.2,0.1,3.5,True,False,False,8.04
47845.22,2024,FL,12,24.44,75.57,47.2,15.9,73.2,3.9,0.3,2.0,True,False,False,16.58
47845.22,2024,FL,12,24.44,75.57,47.2,15.9,73.2,3.9,0.3,2.0,True,False,False,16.58
49229.58,2024,FL,13,35.35,64.65,50.7,11.4,73.2,6.6,0.1,3.8,True,False,False,5.58
49229.58,2024,FL,13,35.35,64.65,50.7,11.4,73.2,6.6,0.1,3.8,True,False,False,5.58
53994.280000000006,2024,FL,14,41.66,58.33,40.1,27.5,47.7,14.9,0.0,3.6,False,False,False,-8.13
53994.280000000006,2024,FL,14,41.66,58.33,40.1,27.5,47.7,14.9,0.0,3.6,False,False,False,-8.13
49275.16,2024,FL,15,34.33,65.68,37.3,27.1,46.2,15.7,0.1,5.5,True,False,False,3.67
49275.16,2024,FL,15,34.33,65.68,37.3,27.1,46.2,15.7,0.1,5.5,True,False,False,3.67
53751.54,2024,FL,16,37.52,62.48,43.7,23.2,58.4,10.6,0.0,3.2,True,False,False,6.99
53751.54,2024,FL,16,37.52,62.48,43.7,23.2,58.4,10.6,0.0,3.2,True,False,False,6.99
48165.34,2024,FL,17,33.98,66.03,55.4,15.6,74.3,4.9,0.1,1.6,True,False,False,10.15
48165.34,2024,FL,17,33.98,66.03,55.4,15.6,74.3,4.9,0.1,1.6,True,False,False,10.15
44161.72,2024,FL,18,23.27,76.72000000000001,40.9,30.7,51.9,12.1,0.2,1.8,True,False,False,13.39
44161.72,2024,FL,18,23.27,76.72000000000001,40.9,30.7,51.9,12.1,0.2,1.8,True,False,False,13.39
49270.920000000006,2024,FL,19,37.79,62.21000000000001,53.8,20.5,67.2,7.1,0.1,1.8,True,False,False,12.91
49270.920000000006,2024,FL,19,37.79,62.21000000000001,53.8,20.5,67.2,7.1,0.1,1.8,True,False,False,12.91
41950.560000000005,2024,FL,20,25.86,74.13000000000001,39.6,24.8,18.1,49.3,0.1,2.2,False,False,False,-25.1
41950.560000000005,2024,FL,20,25.86,74.13000000000001,39.6,24.8,18.1,49.3,0.1,2.2,False,False,False,-25.1
51590.2,2024,FL,21,36.05,63.940000000000005,48.5,19.3,61.8,12.9,0.1,1.9,True,False,False,6.86
51590.2,2024,FL,21,36.05,63.940000000000005,48.5,19.3,61.8,12.9,0.1,1.9,True,False,False,6.86
50317.14,2024,FL,22,40.650000000000006,59.35000000000001,46.5,28.1,48.1,16.5,0.1,2.8,False,False,False,-7.26
50317.14,2024,FL,22,40.650000000000006,59.35000000000001,46.5,28.1,48.1,16.5,0.1,2.8,False,False,False,-7.26
55423.16,2024,FL,23,44.19,55.8,44.2,23.9,51.8,12.1,0.1,4.0,False,False,False,-4.81
55423.16,2024,FL,23,44.19,55.8,44.2,23.9,51.8,12.1,0.1,4.0,False,False,False,-4.81
44228.5,2024,FL,24,34.620000000000005,65.38,38.8,39.2,16.6,39.1,0.1,1.5,False,False,False,-24.64
44228.5,2024,FL,24,34.620000000000005,65.38,38.8,39.2,16.6,39.1,0.1,1.5,False,False,False,-24.64
51835.060000000005,2024,FL,25,42.34,57.64999999999999,41.7,44.7,29.0,15.4,0.1,4.9,False,False,False,-9.2
51835.060000000005,2024,FL,25,42.34,57.64999999999999,41.7,44.7,29.0,15.4,0.1,4.9,False,False,False,-9.2
43118.68,2024,FL,26,31.89,68.12,44.1,72.3,19.9,4.8,0.1,1.1,True,False,False,8.41
43118.68,2024,FL,26,31.89,68.12,44.1,72.3,19.9,4.8,0.1,1.1,True,False,False,8.41
52714.86,2024,FL,27,45.15,54.85,42.3,71.6,17.2,5.3,0.1,2.1,True,False,False,-0.15
52714.86,2024,FL,27,45.15,54.85,42.3,71.6,17.2,5.3,0.1,2.1,True,False,False,-0.15
47186.96,2024,FL,28,31.04,68.96000000000001,41.0,74.0,14.1,8.2,0.0,1.5,True,False,False,2.37
47186.96,2024,FL,28,31.04,68.96000000000001,41.0,74.0,14.1,8.2,0.0,1.5,True,False,False,2.37
56770.420000000006,2024,HI,1,40.53,59.470000000000006,41.0,8.9,14.5,1.6,0.1,48.1,False,False,False,-13.6
56770.420000000006,2024,HI,1,40.53,59.470000000000006,41.0,8.9,14.5,1.6,0.1,48.1,False,False,False,-13.6
53120.84,2024,HI,2,33.32,66.67999999999999,41.7,11.4,27.3,1.5,0.1,23.9,False,False,False,-13.7
53120.84,2024,HI,2,33.32,66.67999999999999,41.7,11.4,27.3,1.5,0.1,23.9,False,False,False,-13.7
49832.72,2024,ID,1,30.62,69.37,39.4,12.8,79.1,0.7,0.7,1.3,True,False,False,22.18
49832.72,2024,ID,1,30.62,69.37,39.4,12.8,79.1,0.7,0.7,1.3,True,False,False,22.18
49883.600000000006,2024,ID,2,33.83,66.17,35.9,14.9,77.6,0.9,0.7,1.3,True,False,False,14.5
49883.600000000006,2024,ID,2,33.83,66.17,35.9,14.9,77.6,0.9,0.7,1.3,True,False,False,14.5
53885.100000000006,2024,IL,1,30.93,69.07000000000001,39.3,11.1,35.1,47.3,0.1,2.1,False,False,False,-20.38
53885.100000000006,2024,IL,1,30.93,69.07000000000001,39.3,11.1,35.1,47.3,0.1,2.1,False,False,False,-20.38
48673.08,2024,IL,2,25.53,74.47999999999999,39.8,16.3,34.0,45.1,0.1,1.0,False,False,False,-18.75
48673.08,2024,IL,2,25.53,74.47999999999999,39.8,16.3,34.0,45.1,0.1,1.0,False,False,False,-18.75
54796.7,2024,IL,3,37.53,62.48,37.6,46.3,39.2,4.8,0.1,7.0,False,False,False,-19.8
54796.7,2024,IL,3,37.53,62.48,37.6,46.3,39.2,4.8,0.1,7.0,False,False,False,-19.8
49322.86,2024,IL,4,25.630000000000003,74.36000000000001,37.9,64.2,24.6,5.2,0.1,4.4,False,False,False,-22.46
49322.86,2024,IL,4,25.630000000000003,74.36000000000001,37.9,64.2,24.6,5.2,0.1,4.4,False,False,False,-22.46
84466.1,2024,IL,5,67.07,32.94,37.5,12.4,69.2,3.0,0.1,10.2,False,False,False,-18.34
84466.1,2024,IL,5,67.07,32.94,37.5,12.4,69.2,3.0,0.1,10.2,False,False,False,-18.34
65391.4,2024,IL,6,45.010000000000005,54.98,42.3,16.4,69.8,5.3,0.0,5.7,False,False,False,-3.27
65391.4,2024,IL,6,45.010000000000005,54.98,42.3,16.4,69.8,5.3,0.0,5.7,False,False,False,-3.27
65093.54,2024,IL,7,49.21,50.78,36.0,17.9,30.4,38.6,0.0,9.3,False,False,False,-35.72
65093.54,2024,IL,7,49.21,50.78,36.0,17.9,30.4,38.6,0.0,9.3,False,False,False,-35.72
60114.72,2024,IL,8,41.03,58.97,40.8,26.8,52.1,4.4,0.1,13.2,False,False,False,-6.0
60114.72,2024,IL,8,41.03,58.97,40.8,26.8,52.1,4.4,0.1,13.2,False,False,False,-6.0
62968.240000000005,2024,IL,9,57.49,42.510000000000005,41.0,14.1,57.6,8.2,0.1,14.7,False,False,False,-19.44
62968.240000000005,2024,IL,9,57.49,42.510000000000005,41.0,14.1,57.6,8.2,0.1,14.7,False,False,False,-19.44
64400.3,2024,IL,10,46.86,53.15,39.3,25.6,55.2,5.8,0.0,8.3,False,False,False,-10.98
64400.3,2024,IL,10,46.86,53.15,39.3,25.6,55.2,5.8,0.0,8.3,False,False,False,-10.98
65840.84,2024,IL,11,46.24,53.75,39.8,19.9,62.0,5.3,0.1,8.8,False,False,False,-5.3
65840.84,2024,IL,11,46.24,53.75,39.8,19.9,62.0,5.3,0.1,8.8,False,False,False,-5.3
48911.58,2024,IL,12,23.79,76.21,41.8,3.1,86.7,5.3,0.1,0.8,True,False,False,23.97
48911.58,2024,IL,12,23.79,76.21,41.8,3.1,86.7,5.3,0.1,0.8,True,False,False,23.97
49290.0,2024,IL,13,33.379999999999995,66.62,38.7,4.6,65.9,18.8,0.2,4.1,False,False,False,-3.44
49290.0,2024,IL,13,33.379999999999995,66.62,38.7,4.6,65.9,18.8,0.2,4.1,False,False,False,-3.44
56580.68,2024,IL,14,33.52,66.48,38.2,23.9,56.8,9.2,0.1,5.7,False,False,False,-3.56
56580.68,2024,IL,14,33.52,66.48,38.2,23.9,56.8,9.2,0.1,5.7,False,False,False,-3.56
53248.04,2024,IL,15,25.98,74.02,42.1,3.0,90.1,2.5,0.1,0.9,True,False,False,21.95
53248.04,2024,IL,15,25.98,74.02,42.1,3.0,90.1,2.5,0.1,0.9,True,False,False,21.95
55390.3,2024,IL,16,31.9,68.09,42.1,7.8,83.5,2.3,0.1,2.5,True,False,False,13.46
55390.3,2024,IL,16,31.9,68.09,42.1,7.8,83.5,2.3,0.1,2.5,True,False,False,13.46
44598.44,2024,IL,17,24.55,75.45000000000002,39.1,11.7,67.7,12.5,0.2,1.9,False,False,False,-1.91
44598.44,2024,IL,17,24.55,75.45000000000002,39.1,11.7,67.7,12.5,0.2,1.9,False,False,False,-1.91
53087.98,2024,IN,1,26.16,73.83999999999999,40.3,17.8,59.8,16.8,0.0,1.6,False,False,False,-2.77
53087.98,2024,IN,1,26.16,73.83999999999999,40.3,17.8,59.8,16.8,0.0,1.6,False,False,False,-2.77
47196.5,2024,IN,2,25.16,74.85,38.3,12.2,75.2,6.2,0.1,1.6,True,False,False,13.95
47196.5,2024,IN,2,25.16,74.85,38.3,12.2,75.2,6.2,0.1,1.6,True,False,False,13.95
48056.16,2024,IN,3,26.65,73.35,37.9,7.0,80.3,5.4,0.0,2.9,True,False,False,17.97
48056.16,2024,IN,3,26.65,73.35,37.9,7.0,80.3,5.4,0.0,2.9,True,False,False,17.97
54155.4,2024,IN,4,32.0,68.00999999999999,37.0,7.5,80.7,4.4,0.1,3.4,True,False,False,17.72
54155.4,2024,IN,4,32.0,68.00999999999999,37.0,7.5,80.7,4.4,0.1,3.4,True,False,False,17.72
57865.4,2024,IN,5,42.4,57.61,38.5,5.2,80.8,4.8,0.1,3.8,True,False,False,11.21
57865.4,2024,IN,5,42.4,57.61,38.5,5.2,80.8,4.8,0.1,3.8,True,False,False,11.21
53721.86,2024,IN,6,28.96,71.04,38.0,6.0,78.2,5.9,0.1,5.2,True,False,False,19.18
53721.86,2024,IN,6,28.96,71.04,38.0,6.0,78.2,5.9,0.1,5.2,True,False,False,19.18
49781.84,2024,IN,7,38.07,61.92,34.8,15.3,45.6,31.2,0.0,2.2,False,False,False,-18.95
49781.84,2024,IN,7,38.07,61.92,34.8,15.3,45.6,31.2,0.0,2.2,False,False,False,-18.95
48005.28,2024,IN,8,23.73,76.27000000000001,40.3,3.4,87.6,3.3,0.2,1.0,True,False,False,19.03
48005.28,2024,IN,8,23.73,76.27000000000001,40.3,3.4,87.6,3.3,0.2,1.0,True,False,False,19.03
52232.560000000005,2024,IN,9,28.72,71.27999999999999,40.1,4.3,86.9,2.2,0.0,2.0,True,False,False,16.18
52232.560000000005,2024,IN,9,28.72,71.27999999999999,40.1,4.3,86.9,2.2,0.0,2.0,True,False,False,16.18
52528.3,2024,IA,1,32.54,67.45,39.3,5.9,83.6,4.0,0.1,2.0,True,False,False,3.49
52528.3,2024,IA,1,32.54,67.45,39.3,5.9,83.6,4.0,0.1,2.0,True,False,False,3.49
50584.26,2024,IA,2,29.61,70.39,40.6,4.1,86.2,4.2,0.3,1.5,True,False,False,4.28
50584.26,2024,IA,2,29.61,70.39,40.6,4.1,86.2,4.2,0.3,1.5,True,False,False,4.28
55238.72,2024,IA,3,36.96,63.040000000000006,37.9,8.8,77.9,5.3,0.0,3.9,True,False,False,2.52
55238.72,2024,IA,3,36.96,63.040000000000006,37.9,8.8,77.9,5.3,0.0,3.9,True,False,False,2.52
49907.98,2024,IA,4,26.86,73.14,38.9,10.4,81.9,2.2,0.3,1.9,True,False,False,15.52
49907.98,2024,IA,4,26.86,73.14,38.9,10.4,81.9,2.2,0.3,1.9,True,False,False,15.52
46536.12,2024,KS,1,31.03,68.97,36.5,16.3,74.2,2.8,0.6,1.7,True,False,False,17.87
46536.12,2024,KS,1,31.03,68.97,36.5,16.3,74.2,2.8,0.6,1.7,True,False,False,17.87
46502.2,2024,KS,2,28.270000000000003,71.72999999999999,38.6,13.2,71.4,6.8,0.6,1.9,True,False,False,10.78
46502.2,2024,KS,2,28.270000000000003,71.72999999999999,38.6,13.2,71.4,6.8,0.6,1.9,True,False,False,10.78
64585.8,2024,KS,3,51.93000000000001,48.07999999999999,38.8,10.8,75.1,5.1,0.2,3.7,False,False,False,1.0
64585.8,2024,KS,3,51.93000000000001,48.07999999999999,38.8,10.8,75.1,5.1,0.2,3.7,False,False,False,1.0
48711.240000000005,2024,KS,4,31.04,68.95,37.6,14.3,70.2,6.1,0.5,3.0,True,False,False,13.99
48711.240000000005,2024,KS,4,31.04,68.95,37.6,14.3,70.2,6.1,0.5,3.0,True,False,False,13.99
44211.54,2024,KY,1,20.98,79.02000000000001,40.2,3.8,84.3,6.2,0.2,0.6,True,False,False,24.02
44211.54,2024,KY,1,20.98,79.02000000000001,40.2,3.8,84.3,6.2,0.2,0.6,True,False,False,24.02
46395.14,2024,KY,2,23.14,76.87,39.2,4.8,83.4,5.5,0.1,1.6,True,False,False,21.15
46395.14,2024,KY,2,23.14,76.87,39.2,4.8,83.4,5.5,0.1,1.6,True,False,False,21.15
51006.14,2024,KY,3,35.99,64.00999999999999,38.1,8.4,61.6,20.7,0.1,2.9,False,False,False,-8.6
51006.14,2024,KY,3,35.99,64.00999999999999,38.1,8.4,61.6,20.7,0.1,2.9,False,False,False,-8.6
54791.4,2024,KY,4,31.66,68.34,39.1,4.5,86.8,3.2,0.1,1.0,True,False,False,19.33
54791.4,2024,KY,4,31.66,68.34,39.1,4.5,86.8,3.2,0.1,1.0,True,False,False,19.33
42910.920000000006,2024,KY,5,17.060000000000002,82.94,41.6,1.3,93.3,1.5,0.1,0.4,True,False,False,32.24
42910.920000000006,2024,KY,5,17.060000000000002,82.94,41.6,1.3,93.3,1.5,0.1,0.4,True,False,False,32.24
49993.84,2024,KY,6,38.61,61.39,37.4,6.3,79.4,7.5,0.1,2.1,True,False,False,8.52
49993.84,2024,KY,6,38.61,61.39,37.4,6.3,79.4,7.5,0.1,2.1,True,False,False,8.52
55663.780000000006,2024,ME,1,45.64,54.36,44.5,2.4,88.2,1.9,0.1,1.4,False,False,False,-8.76
55663.780000000006,2024,ME,1,45.64,54.36,44.5,2.4,88.2,1.9,0.1,1.4,False,False,False,-8.76
46820.2,2024,ME,2,28.15,71.85000000000001,45.2,2.0,90.8,1.6,0.6,0.8,False,False,False,5.57
46820.2,2024,ME,2,28.15,71.85000000000001,45.2,2.0,90.8,1.6,0.6,0.8,False,False,False,5.57
61449.26,2024,MD,1,35.39,64.61,42.0,6.2,71.3,14.8,0.0,2.5,True,False,False,10.6
61449.26,2024,MD,1,35.39,64.61,42.0,6.2,71.3,14.8,0.0,2.5,True,False,False,10.6
65135.94,2024,MD,2,46.56999999999999,53.43,40.4,6.9,59.0,23.4,0.1,5.8,False,False,False,-7.47
65135.94,2024,MD,2,46.56999999999999,53.43,40.4,6.9,59.0,23.4,0.1,5.8,False,False,False,-7.47
79974.88,2024,MD,3,52.82,47.190000000000005,40.1,10.4,55.8,15.9,0.1,11.1,False,False,False,-9.62
79974.88,2024,MD,3,52.82,47.190000000000005,40.1,10.4,55.8,15.9,0.1,11.1,False,False,False,-9.62
54265.64,2024,MD,4,34.19,65.8,38.1,27.7,9.8,53.1,0.1,4.8,False,False,False,-39.51
54265.64,2024,MD,4,34.19,65.8,38.1,27.7,9.8,53.1,0.1,4.8,False,False,False,-39.51
76263.82,2024,MD,5,41.68,58.31999999999999,40.0,7.9,40.8,42.2,0.1,2.9,False,False,False,-15.08
76263.82,2024,MD,5,41.68,58.31999999999999,40.0,7.9,40.8,42.2,0.1,2.9,False,False,False,-15.08
65725.3,2024,MD,6,41.07,58.93,40.0,15.0,58.2,12.0,0.2,9.1,False,False,False,-1.97
65725.3,2024,MD,6,41.07,58.93,40.0,15.0,58.2,12.0,0.2,9.1,False,False,False,-1.97
53848.0,2024,MD,7,32.9,67.10000000000001,36.7,8.6,29.2,54.6,0.1,3.0,False,False,False,-30.11
53848.0,2024,MD,7,32.9,67.10000000000001,36.7,8.6,29.2,54.6,0.1,3.0,False,False,False,-30.11
81242.64,2024,MD,8,64.56,35.45,40.9,19.5,43.0,17.6,0.1,13.5,False,False,False,-29.49
81242.64,2024,MD,8,64.56,35.45,40.9,19.5,43.0,17.6,0.1,13.5,False,False,False,-29.49
54778.68,2024,MA,1,31.61,68.38,42.1,19.4,69.1,5.6,0.0,2.1,False,False,False,-8.68
54778.68,2024,MA,1,31.61,68.38,42.1,19.4,69.1,5.6,0.0,2.1,False,False,False,-8.68
65181.52,2024,MA,2,47.8,52.2,39.9,12.0,69.2,4.3,0.0,7.5,False,False,False,-13.08
65181.52,2024,MA,2,47.8,52.2,39.9,12.0,69.2,4.3,0.0,7.5,False,False,False,-13.08
63537.46000000001,2024,MA,3,41.29,58.7,40.4,22.3,58.7,4.3,0.1,8.6,False,False,False,-11.41
63537.46000000001,2024,MA,3,41.29,58.7,40.4,22.3,58.7,4.3,0.1,8.6,False,False,False,-11.41
74946.24,2024,MA,4,51.21,48.79,40.8,7.5,75.0,3.7,0.1,7.2,False,False,False,-11.94
74946.24,2024,MA,4,51.21,48.79,40.8,7.5,75.0,3.7,0.1,7.2,False,False,False,-11.94
81491.74,2024,MA,5,61.81,38.19,39.5,11.8,62.0,5.1,0.1,12.8,False,False,False,-23.35
81491.74,2024,MA,5,61.81,38.19,39.5,11.8,62.0,5.1,0.1,12.8,False,False,False,-23.35
73486.62000000001,2024,MA,6,49.12,50.88,42.8,12.3,74.4,3.5,0.1,4.5,False,False,False,-11.01
73486.62000000001,2024,MA,6,49.12,50.88,42.8,12.3,74.4,3.5,0.1,4.5,False,False,False,-11.01
64597.46000000001,2024,MA,7,51.03,48.98,32.9,22.6,38.0,19.9,0.0,11.3,False,False,False,-35.0
64597.46000000001,2024,MA,7,51.03,48.98,32.9,22.6,38.0,19.9,0.0,11.3,False,False,False,-35.0
79597.52,2024,MA,8,52.86,47.15,39.0,7.8,63.2,10.3,0.1,10.8,False,False,False,-15.25
79597.52,2024,MA,8,52.86,47.15,39.0,7.8,63.2,10.3,0.1,10.8,False,False,False,-15.25
65389.280000000006,2024,MA,9,43.13,56.86,47.1,6.5,82.1,2.7,0.1,1.3,False,False,False,-6.29
65389.280000000006,2024,MA,9,43.13,56.86,47.1,6.5,82.1,2.7,0.1,1.3,False,False,False,-6.29
44785.0,2024,MI,1,29.27,70.73,47.4,2.3,89.1,1.0,2.2,0.4,True,False,False,12.59
44785.0,2024,MI,1,29.27,70.73,47.4,2.3,89.1,1.0,2.2,0.4,True,False,False,12.59
46372.880000000005,2024,MI,2,23.15,76.86,41.3,4.8,87.4,1.8,0.5,0.7,True,False,False,16.48
46372.880000000005,2024,MI,2,23.15,76.86,41.3,4.8,87.4,1.8,0.5,0.7,True,False,False,16.48
53356.16,2024,MI,3,39.77,60.24,36.3,10.9,69.9,11.0,0.1,2.8,False,False,False,-1.28
53356.16,2024,MI,3,39.77,60.24,36.3,10.9,69.9,11.0,0.1,2.8,False,False,False,-1.28
51792.66,2024,MI,4,34.73,65.28,37.9,9.4,75.5,7.4,0.2,2.5,True,False,False,4.74
51792.66,2024,MI,4,34.73,65.28,37.9,9.4,75.5,7.4,0.2,2.5,True,False,False,4.74
48843.740000000005,2024,MI,5,24.41,75.59,42.5,5.6,84.4,3.9,0.1,0.8,True,False,False,14.56
48843.740000000005,2024,MI,5,24.41,75.59,42.5,5.6,84.4,3.9,0.1,0.8,True,False,False,14.56
65400.94,2024,MI,6,52.28,47.71,39.6,5.3,69.0,9.4,0.2,10.7,False,False,False,-10.89
65400.94,2024,MI,6,52.28,47.71,39.6,5.3,69.0,9.4,0.2,10.7,False,False,False,-10.89
56340.060000000005,2024,MI,7,37.620000000000005,62.370000000000005,39.0,6.0,79.8,5.5,0.1,3.8,True,False,False,2.12
56340.060000000005,2024,MI,7,37.620000000000005,62.370000000000005,39.0,6.0,79.8,5.5,0.1,3.8,True,False,False,2.12
46371.82,2024,MI,8,23.95,76.05000000000001,41.8,5.7,74.0,15.0,0.2,1.0,False,False,False,1.07
46371.82,2024,MI,8,23.95,76.05000000000001,41.8,5.7,74.0,15.0,0.2,1.0,False,False,False,1.07
54546.54,2024,MI,9,29.34,70.64999999999999,44.1,3.8,88.1,2.5,0.1,1.5,True,False,False,17.54
54546.54,2024,MI,9,29.34,70.64999999999999,44.1,3.8,88.1,2.5,0.1,1.5,True,False,False,17.54
53532.12,2024,MI,10,30.13,69.88,40.7,3.8,70.5,13.4,0.1,6.6,True,False,False,3.05
53532.12,2024,MI,10,30.13,69.88,40.7,3.8,70.5,13.4,0.1,6.6,True,False,False,3.05
65130.64000000001,2024,MI,11,50.32,49.68000000000001,41.1,5.7,67.2,13.1,0.0,8.5,False,False,False,-7.38
65130.64000000001,2024,MI,11,50.32,49.68000000000001,41.1,5.7,67.2,13.1,0.0,8.5,False,False,False,-7.38
45020.32,2024,MI,12,27.44,72.56,39.5,3.1,47.3,43.0,0.2,1.9,False,False,False,-22.54
45020.32,2024,MI,12,27.44,72.56,39.5,3.1,47.3,43.0,0.2,1.9,False,False,False,-22.54
43348.7,2024,MI,13,22.55,77.46000000000001,35.4,10.9,36.7,44.3,0.2,2.7,False,False,False,-23.47
43348.7,2024,MI,13,22.55,77.46000000000001,35.4,10.9,36.7,44.3,0.2,2.7,False,False,False,-23.47
54019.72,2024,MN,1,32.14,67.86,39.6,7.5,81.5,3.9,0.3,3.1,True,False,False,7.41
54019.72,2024,MN,1,32.14,67.86,39.6,7.5,81.5,3.9,0.3,3.1,True,False,False,7.41
66190.64,2024,MN,2,42.63,57.38,38.4,8.3,73.4,7.2,0.3,5.4,False,False,False,-0.61
66190.64,2024,MN,2,42.63,57.38,38.4,8.3,73.4,7.2,0.3,5.4,False,False,False,-0.61
70216.52,2024,MN,3,51.42,48.580000000000005,41.2,5.4,69.8,10.2,0.2,8.8,False,False,False,-7.54
70216.52,2024,MN,3,51.42,48.580000000000005,41.2,5.4,69.8,10.2,0.2,8.8,False,False,False,-7.54
61604.02,2024,MN,4,49.7,50.31,37.4,7.6,62.3,10.8,0.3,13.6,False,False,False,-16.61
61604.02,2024,MN,4,49.7,50.31,37.4,7.6,62.3,10.8,0.3,13.6,False,False,False,-16.61
63685.86,2024,MN,5,53.75,46.25,35.1,10.4,61.1,16.8,0.4,5.3,False,False,False,-29.73
63685.86,2024,MN,5,53.75,46.25,35.1,10.4,61.1,16.8,0.4,5.3,False,False,False,-29.73
64994.96000000001,2024,MN,6,36.96,63.04,37.8,4.5,81.3,5.9,0.2,3.3,True,False,False,11.99
64994.96000000001,2024,MN,6,36.96,63.04,37.8,4.5,81.3,5.9,0.2,3.3,True,False,False,11.99
50225.98,2024,MN,7,25.700000000000003,74.31,41.6,5.6,87.4,1.1,0.6,1.2,True,False,False,19.26
50225.98,2024,MN,7,25.700000000000003,74.31,41.6,5.6,87.4,1.1,0.6,1.2,True,False,False,19.26
53451.560000000005,2024,MN,8,28.41,71.6,43.2,2.2,86.6,1.4,3.4,1.2,True,False,False,8.04
53451.560000000005,2024,MN,8,28.41,71.6,43.2,2.2,86.6,1.4,3.4,1.2,True,False,False,8.04
46220.240000000005,2024,MS,1,25.68,74.32,38.3,3.9,63.0,27.0,0.2,0.8,True,False,False,18.35
