MedianAge,Hispanic,White,Black,NativeAmerican,Asian,year,state_po,district
44.4,2.2,91.8,0.6,1.9,1.6,2016,WI,7
40.6,5.0,87.2,1.2,2.4,2.3,2016,WI,8
36.5,9.9,84.1,0.8,2.1,0.8,2016,WY,0
40.0,3.1,65.0,27.8,0.9,1.5,2018,AL,1
38.5,3.6,62.0,30.6,0.3,1.0,2018,AL,2
38.1,2.9,67.2,26.3,0.2,1.6,2018,AL,3
40.7,6.7,83.0,7.1,0.7,0.6,2018,AL,4
39.5,5.2,72.2,17.8,0.7,1.8,2018,AL,5
39.1,4.5,75.9,15.7,0.2,1.9,2018,AL,6
36.3,3.0,31.7,63.0,0.1,0.9,2018,AL,7
34.5,7.0,60.6,2.9,14.2,6.6,2018,AK,0
37.6,23.6,47.9,2.3,21.8,1.6,2018,AZ,1
41.4,28.9,60.5,3.7,1.1,3.2,2018,AZ,2
31.8,63.0,25.7,3.9,3.7,1.7,2018,AZ,3
48.1,19.2,74.0,1.5,1.4,1.4,2018,AZ,4
38.0,18.3,70.6,3.0,0.9,4.3,2018,AZ,5
42.3,16.6,71.7,2.3,1.7,5.2,2018,AZ,6
29.7,64.3,18.4,10.0,2.1,2.5,2018,AZ,7
43.1,19.4,69.3,3.9,0.7,4.1,2018,AZ,8
33.5,27.4,56.0,6.2,2.2,4.9,2018,AZ,9
39.7,3.2,75.5,17.0,0.3,0.7,2018,AR,1
37.4,5.3,67.6,22.8,0.2,1.6,2018,AR,2
35.5,14.6,74.7,2.8,1.0,3.0,2018,AR,3
40.8,5.9,71.6,19.1,0.7,0.7,2018,AR,4
42.3,14.0,76.3,1.8,1.7,2.8,2018,CA,1
44.3,17.7,70.4,1.3,1.7,3.9,2018,CA,2
35.2,30.3,46.6,5.9,0.8,11.4,2018,CA,3
44.6,13.8,75.1,1.2,0.9,5.3,2018,CA,4
40.2,29.2,48.5,5.9,0.5,11.1,2018,CA,5
34.4,27.6,36.5,12.5,0.3,15.6,2018,CA,6
38.7,18.3,52.3,6.3,0.3,15.3,2018,CA,7
34.2,43.0,42.9,6.6,0.9,3.3,2018,CA,8
35.0,38.1,33.9,8.6,0.2,14.0,2018,CA,9
34.6,44.3,41.0,3.1,0.3,7.5,2018,CA,10
39.7,27.7,44.9,7.4,0.1,14.0,2018,CA,11
38.2,14.8,42.2,5.2,0.2,32.4,2018,CA,12
36.8,22.3,34.3,16.2,0.3,20.5,2018,CA,13
39.4,24.0,33.5,2.7,0.1,33.9,2018,CA,14
38.5,22.5,31.7,5.5,0.3,34.8,2018,CA,15
30.8,61.7,21.6,4.9,0.5,9.5,2018,CA,16
36.8,15.0,22.2,3.0,0.2,55.2,2018,CA,17
39.8,16.6,52.6,1.6,0.3,24.0,2018,CA,18
36.7,39.6,25.5,2.3,0.2,28.7,2018,CA,19
34.9,53.3,36.4,1.8,0.1,5.1,2018,CA,20
30.0,75.4,15.7,3.4,0.2,3.5,2018,CA,21
32.2,48.8,37.3,3.5,0.4,7.5,2018,CA,22
34.5,39.1,46.1,5.5,0.8,5.2,2018,CA,23
36.0,36.6,53.7,1.6,0.4,4.6,2018,CA,24
35.8,39.7,40.4,7.1,0.7,8.7,2018,CA,25
38.0,45.8,42.6,1.7,0.3,6.7,2018,CA,26
41.2,27.8,24.8,4.0,0.3,40.1,2018,CA,27
40.3,24.2,56.8,3.2,0.2,12.2,2018,CA,28
35.3,68.1,19.7,3.6,0.1,7.1,2018,CA,29
39.3,28.0,50.0,4.5,0.2,13.1,2018,CA,30
33.0,53.5,25.0,10.5,0.3,7.8,2018,CA,31
37.1,61.9,14.3,2.0,0.2,19.5,2018,CA,32
41.2,13.3,63.8,3.1,0.1,14.7,2018,CA,33
34.8,63.6,11.1,4.1,0.2,19.0,2018,CA,34
32.6,69.7,14.0,6.1,0.2,7.6,2018,CA,35
43.7,48.0,41.3,4.0,1.0,3.8,2018,CA,36
35.5,39.3,24.5,22.9,0.1,9.9,2018,CA,37
37.0,60.3,17.3,3.8,0.4,15.4,2018,CA,38
38.4,35.4,28.4,2.2,0.1,31.3,2018,CA,39
30.6,88.1,3.8,5.0,0.2,2.1,2018,CA,40
30.7,62.8,20.2,8.7,0.2,5.8,2018,CA,41
34.6,39.3,41.5,5.9,0.2,9.2,2018,CA,42
36.1,47.4,13.4,22.7,0.2,13.4,2018,CA,43
32.3,71.6,6.5,14.0,0.2,5.8,2018,CA,44
38.8,18.2,50.1,1.9,0.3,25.4,2018,CA,45
32.4,66.6,17.2,1.7,0.1,12.9,2018,CA,46
37.5,34.9,31.4,6.9,0.3,23.6,2018,CA,47
42.9,20.7,55.8,1.0,0.2,18.0,2018,CA,48
39.5,28.2,57.9,2.4,0.2,7.9,2018,CA,49
37.3,33.6,55.0,2.2,0.8,4.9,2018,CA,50
32.5,70.9,12.8,6.7,0.4,7.1,2018,CA,51
36.2,14.6,57.3,2.6,0.4,20.1,2018,CA,52
35.2,32.0,40.5,7.6,0.1,14.3,2018,CA,53
35.2,27.5,58.5,7.8,0.5,3.4,2018,CO,1
38.1,10.7,82.5,1.0,0.4,3.1,2018,CO,2
40.3,24.4,70.9,0.6,1.4,0.8,2018,CO,3
37.1,22.1,71.7,1.2,0.4,2.2,2018,CO,4
35.6,16.4,70.7,5.4,0.6,2.3,2018,CO,5
36.5,20.2,60.4,9.2,0.3,6.5,2018,CO,6
36.1,29.4,62.9,1.8,0.5,3.4,2018,CO,7
40.6,17.1,60.4,14.6,0.2,5.3,2018,CT,1
42.6,8.5,81.5,3.5,0.4,3.3,2018,CT,2
39.4,15.2,64.6,13.3,0.1,4.1,2018,CT,3
40.0,20.8,60.2,10.7,0.2,5.7,2018,CT,4
42.4,18.9,67.1,7.2,0.1,4.2,2018,CT,5
40.1,9.3,62.2,21.5,0.2,4.0,2018,DE,0
38.5,6.6,72.9,13.1,0.4,2.6,2018,FL,1
41.9,6.8,75.5,13.1,0.2,1.7,2018,FL,2
37.6,10.3,67.8,15.4,0.3,3.2,2018,FL,3
39.6,8.8,74.4,9.3,0.1,4.7,2018,FL,4
34.0,7.9,39.3,46.7,0.1,3.3,2018,FL,5
47.9,12.8,73.5,9.9,0.3,1.9,2018,FL,6
36.5,25.9,57.5,9.2,0.1,4.5,2018,FL,7
48.5,10.8,74.5,9.1,0.3,2.2,2018,FL,8
38.3,42.0,40.6,11.8,0.2,2.8,2018,FL,9
35.0,27.9,35.6,27.1,0.1,5.3,2018,FL,10
55.5,10.2,78.9,6.9,0.5,1.4,2018,FL,11
46.5,13.0,77.1,4.6,0.2,2.7,2018,FL,12
46.9,10.2,70.7,12.4,0.2,3.5,2018,FL,13
37.1,30.6,45.5,16.5,0.3,4.7,2018,FL,14
37.7,22.9,55.7,15.5,0.3,3.1,2018,FL,15
47.3,17.6,70.0,8.5,0.2,2.1,2018,FL,16
51.5,14.9,74.2,7.4,0.3,1.5,2018,FL,17
47.7,17.2,66.0,12.5,0.2,2.2,2018,FL,18
51.3,20.6,68.8,7.0,0.1,1.8,2018,FL,19
36.6,24.9,18.3,52.1,0.2,2.4,2018,FL,20
46.1,24.1,55.1,16.4,0.1,2.7,2018,FL,21
45.1,22.0,57.6,14.4,0.0,3.3,2018,FL,22
41.0,37.9,39.6,14.8,0.2,4.2,2018,FL,23
37.0,39.0,11.7,46.9,0.0,1.1,2018,FL,24
42.7,75.3,19.0,3.8,0.2,1.4,2018,FL,25
38.7,72.3,15.8,8.4,0.0,2.5,2018,FL,26
42.1,73.2,20.1,4.2,0.1,1.4,2018,FL,27
35.6,6.9,59.0,28.9,0.5,1.6,2018,GA,1
36.0,5.4,39.4,51.9,0.1,1.1,2018,GA,2
38.6,6.1,65.1,24.3,0.2,2.1,2018,GA,3
36.4,9.4,22.2,59.4,0.4,4.9,2018,GA,4
33.0,6.6,28.3,57.6,0.1,4.5,2018,GA,5
37.8,13.4,59.1,12.8,0.1,11.3,2018,GA,6
36.1,20.0,43.3,19.6,0.2,14.1,2018,GA,7
37.5,6.3,59.0,31.2,0.2,1.4,2018,GA,8
41.4,13.1,76.8,6.8,0.1,1.5,2018,GA,9
36.4,5.4,65.3,24.5,0.1,2.3,2018,GA,10
36.9,11.2,66.6,15.9,0.1,3.2,2018,GA,11
35.9,6.4,54.2,34.8,0.2,1.6,2018,GA,12
36.1,10.9,24.6,59.5,0.1,2.7,2018,GA,13
37.8,11.8,76.1,9.2,0.1,0.9,2018,GA,14
39.7,8.3,15.7,1.7,0.1,49.7,2018,HI,1
38.6,12.7,27.9,1.4,0.1,24.9,2018,HI,2
38.2,10.6,83.6,0.6,1.2,1.2,2018,ID,1
34.2,14.4,80.2,0.7,1.0,1.5,2018,ID,2
38.7,10.9,35.3,50.0,0.1,2.0,2018,IL,1
37.9,14.9,25.8,57.5,0.1,0.6,2018,IL,2
37.7,32.1,57.0,4.6,0.1,5.1,2018,IL,3
33.7,68.4,22.4,3.8,0.1,4.0,2018,IL,4
35.6,19.4,67.5,2.8,0.1,7.5,2018,IL,5
40.4,10.7,73.7,2.9,0.0,10.3,2018,IL,6
34.6,15.4,30.7,45.3,0.1,6.3,2018,IL,7
37.3,29.7,50.3,5.0,0.1,13.0,2018,IL,8
40.2,12.7,62.8,8.7,0.1,12.4,2018,IL,9
38.2,23.1,56.7,6.8,0.1,11.0,2018,IL,10
36.9,27.7,51.0,10.9,0.1,8.0,2018,IL,11
39.5,3.7,75.3,16.8,0.1,1.0,2018,IL,12
36.6,3.3,78.4,11.7,0.1,3.7,2018,IL,13
39.2,12.5,78.0,2.9,0.1,4.8,2018,IL,14
40.6,2.8,90.5,4.0,0.1,0.8,2018,IL,15
40.3,9.9,82.9,3.7,0.1,1.3,2018,IL,16
40.7,9.3,75.3,11.7,0.1,1.4,2018,IL,17
40.5,2.9,88.3,3.9,0.2,3.0,2018,IL,18
39.2,15.8,62.5,18.2,0.2,1.4,2018,IN,1
37.9,9.7,79.4,7.1,0.1,1.2,2018,IN,2
37.2,6.2,82.9,5.9,0.1,2.3,2018,IN,3
36.8,6.3,84.7,4.0,0.1,2.9,2018,IN,4
38.5,4.1,80.8,8.9,0.2,3.5,2018,IN,5
40.3,2.7,91.4,2.6,0.2,1.4,2018,IN,6
33.5,12.0,52.0,28.9,0.2,3.2,2018,IN,7
39.1,2.3,90.4,4.0,0.1,1.2,2018,IN,8
38.0,3.4,88.8,2.9,0.1,2.4,2018,IN,9
39.1,4.0,88.0,3.9,0.3,1.7,2018,IA,1
38.2,5.5,85.3,3.9,0.2,2.8,2018,IA,2
37.1,7.0,83.0,4.0,0.2,3.4,2018,IA,3
39.2,7.1,87.4,1.4,0.4,2.3,2018,IA,4
35.4,16.0,76.6,2.6,0.5,1.6,2018,KS,1
37.9,6.7,82.3,4.4,1.1,1.7,2018,KS,2
36.7,12.1,71.8,8.5,0.3,4.9,2018,KS,3
36.7,12.6,73.2,6.4,0.5,3.4,2018,KS,4
40.3,2.8,87.3,7.2,0.2,0.7,2018,KY,1
38.4,3.6,86.7,5.3,0.2,1.3,2018,KY,2
37.9,5.5,67.0,22.0,0.1,3.0,2018,KY,3
39.0,3.3,89.6,3.5,0.1,1.1,2018,KY,4
40.9,0.8,96.1,1.3,0.3,0.4,2018,KY,5
37.1,4.6,82.0,8.3,0.2,1.9,2018,KY,6
38.3,9.3,70.8,14.4,0.9,2.4,2018,LA,1
36.6,6.7,27.5,61.7,0.1,2.5,2018,LA,2
36.1,4.0,67.2,24.6,0.2,1.6,2018,LA,3
37.1,4.0,58.1,33.8,0.8,0.9,2018,LA,4
37.5,2.4,59.4,35.8,0.3,0.9,2018,LA,5
35.6,4.5,67.9,23.0,0.5,2.4,2018,LA,6
44.0,1.9,92.7,1.6,0.3,1.6,2018,ME,1
45.1,1.4,94.0,0.7,0.9,0.6,2018,ME,2
42.6,4.1,79.5,11.8,0.1,1.8,2018,MD,1
36.3,8.0,48.1,34.3,0.2,5.8,2018,MD,2
37.3,8.6,55.7,23.1,0.2,8.8,2018,MD,3
38.1,16.6,26.3,51.0,0.2,3.2,2018,MD,4
38.2,9.7,44.5,37.9,0.3,4.0,2018,MD,5
38.9,15.1,57.1,12.2,0.2,11.8,2018,MD,6
38.9,3.5,33.9,52.3,0.2,7.4,2018,MD,7
40.4,14.6,60.1,13.2,0.1,8.4,2018,MD,8
40.8,18.2,71.7,5.7,0.1,2.4,2018,MA,1
39.6,9.9,76.5,5.0,0.2,5.7,2018,MA,2
39.1,20.1,66.4,2.6,0.1,8.4,2018,MA,3
41.1,5.4,82.2,3.2,0.0,6.0,2018,MA,4
38.1,9.2,69.9,5.5,0.1,12.3,2018,MA,5
42.9,9.4,81.6,3.3,0.2,3.7,2018,MA,6
31.7,22.5,40.4,23.4,0.2,10.4,2018,MA,7
39.8,5.5,71.3,10.0,0.2,8.5,2018,MA,8
46.1,5.6,86.1,3.1,0.2,1.2,2018,MA,9
46.6,1.9,90.9,1.5,2.2,0.6,2018,MI,1
37.6,9.3,78.8,6.4,0.5,2.2,2018,MI,2
37.1,8.0,78.7,8.1,0.2,2.1,2018,MI,3
41.6,3.2,91.4,1.9,0.6,1.0,2018,MI,4
41.8,4.9,73.9,16.9,0.4,0.9,2018,MI,5
38.7,6.3,80.4,7.8,0.4,1.6,2018,MI,6
42.3,4.7,87.5,4.1,0.4,1.0,2018,MI,7
38.4,5.2,81.5,5.5,0.2,4.4,2018,MI,8
40.3,2.5,75.9,14.2,0.3,4.7,2018,MI,9
43.0,3.3,90.1,2.7,0.2,1.7,2018,MI,10
42.0,3.0,78.7,5.5,0.3,10.4,2018,MI,11
35.9,6.2,74.4,10.4,0.2,5.5,2018,MI,12
36.4,8.4,33.8,53.6,0.3,1.6,2018,MI,13
37.4,4.0,31.3,56.3,0.2,5.1,2018,MI,14
38.3,6.3,85.8,3.1,0.2,2.7,2018,MN,1
37.5,6.3,80.6,5.1,0.3,4.9,2018,MN,2
40.4,3.7,77.9,8.2,0.2,7.1,2018,MN,3
36.0,6.8,66.4,10.6,0.4,13.0,2018,MN,4
33.8,9.9,62.3,16.6,0.9,6.7,2018,MN,5
37.0,3.1,88.0,3.9,0.4,2.3,2018,MN,6
40.8,4.3,88.4,1.7,2.9,0.8,2018,MN,7
42.8,1.8,91.6,1.1,2.4,0.8,2018,MN,8
38.1,3.2,66.7,27.4,0.1,0.7,2018,MS,1
36.7,1.7,29.8,67.1,0.3,0.4,2018,MS,2
37.5,2.2,59.1,35.6,1.1,1.0,2018,MS,3
37.4,4.2,68.4,23.9,0.2,1.4,2018,MS,4
36.0,3.6,40.5,49.3,0.3,3.5,2018,MO,1
42.8,3.0,86.2,4.0,0.1,4.4,2018,MO,2
38.9,2.1,90.9,3.3,0.2,1.2,2018,MO,3
36.9,3.9,86.6,4.4,0.5,1.5,2018,MO,4
36.9,9.2,63.8,21.4,0.3,1.9,2018,MO,5
38.6,4.1,86.9,4.2,0.3,1.7,2018,MO,6
37.9,5.3,87.8,1.8,0.9,1.3,2018,MO,7
40.9,2.2,90.6,4.5,0.3,0.8,2018,MO,8
40.0,3.7,86.3,0.4,5.9,0.7,2018,MT,0
35.6,9.3,81.8,2.7,1.0,2.8,2018,NE,1
34.9,11.6,72.1,9.3,0.3,3.7,2018,NE,2
39.9,12.0,83.8,1.2,0.7,0.6,2018,NE,3
36.5,46.3,28.7,11.5,0.8,8.3,2018,NV,1
39.7,23.0,65.8,1.8,2.2,3.9,2018,NV,2
39.3,16.8,56.2,7.5,0.1,14.4,2018,NV,3
36.7,30.5,43.9,14.5,0.8,6.2,2018,NV,4
42.0,3.5,90.9,1.4,0.1,2.4,2018,NH,1
44.3,4.1,89.8,1.3,0.1,2.9,2018,NH,2
39.4,14.1,61.8,16.1,0.1,5.5,2018,NJ,1
42.2,16.5,64.9,12.2,0.3,4.0,2018,NJ,2
43.5,8.4,74.6,10.9,0.0,3.5,2018,NJ,3
40.7,10.8,76.4,6.4,0.0,4.7,2018,NJ,4
42.6,15.2,66.9,4.6,0.1,11.7,2018,NJ,5
37.7,22.5,46.1,9.2,0.2,20.0,2018,NJ,6
43.1,12.0,70.5,4.7,0.0,10.7,2018,NJ,7
35.0,54.5,25.8,7.8,0.1,9.0,2018,NJ,8
37.8,37.9,38.1,9.2,0.1,13.1,2018,NJ,9
35.9,21.1,18.1,50.5,0.1,7.6,2018,NJ,10
43.3,11.4,72.6,3.3,0.1,10.7,2018,NJ,11
39.5,18.5,46.3,16.6,0.1,16.7,2018,NJ,12
38.6,49.9,39.9,2.4,3.7,2.1,2018,NM,1
35.6,55.3,36.1,1.8,4.6,0.6,2018,NM,2
38.4,41.1,36.2,1.3,18.0,1.3,2018,NM,3
42.7,14.8,74.8,4.7,0.2,3.8,2018,NY,1
39.2,25.0,59.8,9.5,0.1,3.5,2018,NY,2
45.4,10.6,66.7,3.8,0.1,16.4,2018,NY,3
40.6,21.3,55.6,14.0,0.2,7.0,2018,NY,4
37.5,19.5,10.5,46.6,0.3,15.1,2018,NY,5
40.9,20.4,33.1,3.3,0.3,40.5,2018,NY,6
33.5,40.5,29.6,8.0,0.2,19.3,2018,NY,7
36.1,19.1,24.2,49.4,0.1,5.1,2018,NY,8
36.8,10.3,33.6,45.2,0.1,8.0,2018,NY,9
37.0,12.8,61.8,4.0,0.1,18.7,2018,NY,10
40.0,16.7,58.5,7.4,0.1,15.2,2018,NY,11
35.7,14.7,63.8,4.5,0.1,14.1,2018,NY,12
34.9,54.8,14.3,23.3,0.3,5.1,2018,NY,13
38.8,47.7,23.7,9.2,0.0,17.5,2018,NY,14
31.4,66.6,2.5,27.8,0.2,1.7,2018,NY,15
40.5,25.2,35.8,31.2,0.1,5.2,2018,NY,16
38.8,23.0,59.0,9.7,0.1,5.9,2018,NY,17
39.5,17.2,67.9,8.5,0.2,3.2,2018,NY,18
44.9,7.7,83.8,4.3,0.1,1.8,2018,NY,19
39.3,6.5,75.7,9.1,0.1,5.3,2018,NY,20
40.6,3.5,89.9,3.2,0.7,0.9,2018,NY,21
41.1,3.9,87.3,4.0,0.2,3.0,2018,NY,22
40.5,4.1,87.8,2.7,0.4,2.7,2018,NY,23
40.0,4.5,81.3,8.2,0.2,3.0,2018,NY,24
38.9,9.1,69.4,14.8,0.1,4.0,2018,NY,25
38.2,6.5,68.4,17.6,0.4,4.5,2018,NY,26
44.2,2.8,91.7,2.6,0.7,0.7,2018,NY,27
38.0,8.1,43.2,43.3,0.7,2.2,2018,NC,1
38.7,9.6,65.9,19.3,0.5,1.6,2018,NC,2
37.0,8.2,66.6,20.4,0.2,1.6,2018,NC,3
34.9,10.8,55.3,21.9,0.2,9.2,2018,NC,4
40.8,9.8,72.2,14.2,0.3,1.8,2018,NC,5
41.1,10.7,65.0,20.1,0.4,2.1,2018,NC,6
41.7,9.8,67.7,18.5,0.7,0.8,2018,NC,7
36.2,10.5,59.4,23.1,1.0,2.5,2018,NC,8
39.1,8.6,60.5,18.0,7.5,3.0,2018,NC,9
41.9,6.6,76.9,11.9,0.2,1.8,2018,NC,10
45.5,5.9,86.4,3.4,1.6,1.1,2018,NC,11
34.1,14.7,39.1,37.3,0.2,5.5,2018,NC,12
39.5,7.5,64.8,22.0,0.5,3.0,2018,NC,13
35.4,3.5,84.4,3.0,5.4,1.7,2018,ND,0
36.8,3.3,68.9,21.3,0.1,3.7,2018,OH,1
40.1,2.0,84.8,8.8,0.2,1.5,2018,OH,2
32.6,7.0,50.0,34.1,0.1,4.6,2018,OH,3
40.8,3.8,87.4,5.0,0.2,0.8,2018,OH,4
39.5,5.4,88.3,2.7,0.2,1.2,2018,OH,5
43.5,1.0,94.3,2.4,0.2,0.3,2018,OH,6
41.2,1.9,91.1,3.8,0.1,0.7,2018,OH,7
38.7,3.5,85.6,5.9,0.2,2.1,2018,OH,8
38.0,11.4,67.1,15.7,0.2,1.7,2018,OH,9
39.0,2.9,74.3,16.5,0.2,2.4,2018,OH,10
39.0,4.6,37.1,53.0,0.1,2.6,2018,OH,11
38.3,2.2,85.1,4.8,0.1,4.8,2018,OH,12
40.6,3.2,80.1,11.5,0.2,1.6,2018,OH,13
43.7,2.9,88.2,5.1,0.1,2.3,2018,OH,14
37.7,2.4,89.2,3.9,0.1,2.1,2018,OH,15
43.3,2.4,91.2,1.8,0.1,2.2,2018,OH,16
36.2,11.4,63.9,8.6,6.2,2.9,2018,OK,1
40.3,5.3,63.9,3.2,16.7,0.8,2018,OK,2
36.6,10.1,73.9,3.5,5.8,1.2,2018,OK,3
35.8,8.8,69.9,6.6,5.0,2.3,2018,OK,4
34.8,17.0,56.6,13.5,3.7,3.3,2018,OK,5
37.8,15.1,70.4,1.7,0.4,8.0,2018,OR,1
42.3,14.0,79.3,0.6,1.9,1.1,2018,OR,2
37.5,11.3,70.5,5.0,0.8,7.2,2018,OR,3
41.1,8.0,83.6,0.7,0.7,2.5,2018,OR,4
39.3,16.7,74.7,0.9,0.8,2.8,2018,OR,5
34.1,17.8,37.0,35.6,0.1,7.3,2018,PA,1
34.7,6.2,30.6,55.8,0.1,5.0,2018,PA,2
43.0,2.3,90.0,4.3,0.1,1.1,2018,PA,3
40.5,8.1,80.2,6.9,0.1,2.5,2018,PA,4
41.5,2.1,91.9,2.5,0.2,1.9,2018,PA,5
40.7,6.3,81.7,5.3,0.1,5.0,2018,PA,6
41.9,3.0,83.6,5.6,0.1,5.1,2018,PA,7
43.7,5.2,83.6,4.0,0.1,5.5,2018,PA,8
43.8,2.3,92.5,2.8,0.1,0.6,2018,PA,9
44.3,4.4,89.5,3.3,0.2,1.1,2018,PA,10
42.9,6.2,84.1,5.7,0.1,2.2,2018,PA,11
45.6,1.4,91.2,3.5,0.0,1.7,2018,PA,12
38.3,14.1,56.5,16.7,0.3,9.9,2018,PA,13
38.4,2.5,69.6,20.3,0.1,3.8,2018,PA,14
40.0,16.8,74.0,4.5,0.1,2.9,2018,PA,15
37.5,19.6,71.1,5.5,0.1,2.0,2018,PA,16
43.1,10.3,80.3,5.7,0.1,1.8,2018,PA,17
44.4,1.5,91.5,2.4,0.1,2.2,2018,PA,18
38.5,18.2,66.8,6.9,0.3,3.6,2018,RI,1
40.5,12.5,77.6,3.9,0.3,3.6,2018,RI,2
39.5,6.1,70.3,19.1,0.2,1.7,2018,SC,1
38.7,6.0,66.0,23.6,0.3,2.0,2018,SC,2
40.6,5.3,73.5,18.6,0.2,0.8,2018,SC,3
38.2,8.2,68.2,17.6,0.1,2.5,2018,SC,4
40.1,4.3,66.0,26.1,0.3,1.2,2018,SC,5
36.0,5.4,35.4,56.3,0.2,1.2,2018,SC,6
42.9,4.3,64.0,28.5,0.4,1.0,2018,SC,7
36.9,3.6,82.3,1.9,8.6,1.2,2018,SD,0
43.7,3.7,91.2,2.6,0.2,0.8,2018,TN,1
39.7,4.2,85.7,6.2,0.2,1.8,2018,TN,2
41.8,4.0,81.7,10.6,0.2,1.5,2018,TN,3
37.5,6.7,79.5,9.4,0.1,1.8,2018,TN,4
34.9,9.4,60.1,23.9,0.2,3.2,2018,TN,5
40.7,4.5,88.1,4.4,0.4,1.0,2018,TN,6
37.6,4.9,80.3,9.7,0.1,2.0,2018,TN,7
40.6,3.4,72.3,19.7,0.2,2.0,2018,TN,8
33.7,7.3,22.9,66.3,0.1,1.6,2018,TN,9
37.2,17.9,61.5,17.4,0.2,1.3,2018,TX,1
36.1,32.1,45.2,11.7,0.2,7.9,2018,TX,2
37.3,15.0,56.5,9.8,0.3,15.7,2018,TX,3
38.5,14.4,71.3,10.1,0.8,1.1,2018,TX,4
36.1,29.3,52.2,14.1,0.4,2.5,2018,TX,5
35.3,23.5,47.3,21.1,0.3,4.4,2018,TX,6
34.5,30.4,41.8,14.1,0.4,11.1,2018,TX,7
37.1,22.8,63.2,9.0,0.2,3.1,2018,TX,8
32.9,40.8,10.1,36.1,0.1,11.5,2018,TX,9
35.2,29.1,52.0,10.2,0.2,6.3,2018,TX,10
35.2,39.1,55.0,3.6,0.3,0.9,2018,TX,11
35.1,23.7,61.5,8.5,0.4,3.3,2018,TX,12
36.2,27.2,62.9,5.3,0.4,1.7,2018,TX,13
36.9,26.0,49.3,19.4,0.2,3.3,2018,TX,14
31.2,82.3,14.4,1.7,0.1,1.0,2018,TX,15
32.8,81.0,13.1,3.3,0.3,1.3,2018,TX,16
33.2,26.2,54.1,12.6,0.2,4.8,2018,TX,17
32.4,44.1,16.1,34.1,0.1,4.2,2018,TX,18
33.1,36.9,53.8,6.0,0.4,1.5,2018,TX,19
32.0,69.7,20.9,4.7,0.2,2.6,2018,TX,20
37.8,30.3,60.5,3.3,0.1,3.6,2018,TX,21
36.0,25.5,40.2,13.0,0.1,19.2,2018,TX,22
33.3,70.3,23.2,3.3,0.6,1.3,2018,TX,23
35.8,24.5,45.6,12.3,0.4,14.1,2018,TX,24
36.4,18.3,68.6,6.4,0.3,3.2,2018,TX,25
35.5,17.8,63.7,7.6,0.3,7.7,2018,TX,26
37.1,53.0,39.0,5.1,0.2,1.6,2018,TX,27
31.7,77.3,15.7,4.3,0.1,1.5,2018,TX,28
30.5,77.5,9.1,11.4,0.1,1.4,2018,TX,29
32.8,38.2,14.9,42.5,0.1,2.4,2018,TX,30
34.8,24.7,55.5,10.8,0.2,5.1,2018,TX,31
36.4,25.5,48.6,14.7,0.2,8.3,2018,TX,32
30.0,69.3,12.8,14.8,0.2,2.1,2018,TX,33
32.0,85.0,13.0,1.0,0.1,0.6,2018,TX,34
32.5,60.1,26.2,9.7,0.1,1.8,2018,TX,35
37.8,24.8,62.1,9.3,0.7,1.9,2018,TX,36
31.0,12.6,81.5,1.0,0.9,1.5,2018,UT,1
32.7,15.7,76.3,1.1,0.9,2.5,2018,UT,2
28.4,10.8,83.0,0.4,1.3,2.0,2018,UT,3
31.5,16.8,72.7,2.0,0.8,3.5,2018,UT,4
42.6,1.9,92.8,1.2,0.3,1.8,2018,VT,0
39.1,10.2,66.2,16.2,0.3,3.3,2018,VA,1
36.1,8.3,62.3,19.0,0.2,5.5,2018,VA,2
35.0,6.5,41.3,45.6,0.3,2.3,2018,VA,3
37.5,5.7,48.1,40.7,0.2,1.9,2018,VA,4
42.6,3.6,73.1,18.2,0.3,1.6,2018,VA,5
39.5,5.5,78.9,11.0,0.3,2.0,2018,VA,6
39.7,7.3,65.5,18.3,0.3,5.1,2018,VA,7
36.1,19.4,51.3,14.6,0.1,10.9,2018,VA,8
42.9,2.3,89.2,5.1,0.2,1.4,2018,VA,9
38.0,14.3,58.7,7.1,0.2,15.7,2018,VA,10
37.4,17.4,47.2,12.6,0.3,18.3,2018,VA,11
38.3,8.8,72.4,1.3,1.1,11.5,2018,WA,1
38.7,11.2,70.8,3.0,0.9,8.3,2018,WA,2
39.9,9.7,80.1,1.4,0.6,3.6,2018,WA,3
34.1,39.2,53.5,0.9,2.3,1.7,2018,WA,4
37.9,6.8,83.3,1.3,1.4,2.3,2018,WA,5
41.5,7.7,76.6,3.3,1.8,4.4,2018,WA,6
36.9,7.7,69.1,4.1,0.3,12.6,2018,WA,7
37.6,12.1,69.4,2.4,0.7,9.6,2018,WA,8
36.9,12.4,45.7,11.1,0.3,22.9,2018,WA,9
36.1,11.7,66.0,6.1,0.9,6.4,2018,WA,10
41.2,1.1,93.2,2.7,0.2,0.9,2018,WV,1
42.5,1.8,90.1,4.8,0.1,1.0,2018,WV,2
43.2,0.8,92.7,4.3,0.1,0.4,2018,WV,3
40.6,10.2,80.1,5.5,0.2,1.5,2018,WI,1
36.4,6.7,81.3,4.4,0.4,4.6,2018,WI,2
38.7,2.7,91.7,1.2,0.5,2.0,2018,WI,3
33.2,17.5,41.8,33.2,0.4,4.2,2018,WI,4
41.6,5.8,86.7,2.4,0.2,3.0,2018,WI,5
42.1,4.6,89.1,1.7,0.3,2.5,2018,WI,6
